title,price,image_url,status,link
Apple AirPods Pro 1st Generation Wireless Earbuds Bluetooth Charging Case,$55.00,https://i.ebayimg.com/thumbs/images/g/HYwAAOSwd2dk6sT7/s-l300.jpg,Open Box,https://www.ebay.com/itm/145265527830?hash=item21d2800c16:g:HYwAAOSwd2dk6sT7&amdata=enc%3AAQAIAAAAwN90J1wDxFtiAYlE6yma%2BZ8WQKdH50SF8ytXPsJ2JK5Gz3jjsy5N3A%2FtJFxZzfh%2FnztN%2FXHeDBT%2FRxLLMp7R4X7%2BWG7Nqi8%2FuPU75Hxw%2Bc3D0X23RehJ%2FVGjYfEfxOSwbuAYEJCGCiWV1U80X%2FRFor8fjy5vvSTTO23OYYOweIDu%2FUQvcCF4ayKzKvZYOiuKSf4TpWZz5lOq6Fy6dmbqz4bCeuE0Rs5iPo7wLHqsSoyyjhx9ceN5Zal84j1B0zjSrg%3D%3D%7Ctkp%3ABk9SR5yj_pjzYg
Apple AirPods Pro with MagSafe Wireless Charging Case - White,$39.00,https://i.ebayimg.com/thumbs/images/g/P2AAAOSweV9lPWNd/s-l300.jpg,Pre-Owned,https://www.ebay.com/itm/314919289517?epid=21050834847&hash=item4952a702ad:g:P2AAAOSweV9lPWNd&amdata=enc%3AAQAIAAAA4L5P92D1gWGzdQK2yac%2BQnqB5kLit3zBdPsfxoCN%2FmWnvndXwm8qGjgXfOQiICAVf2dy4D7CvAqyDuCyjR3yHELBq0Sepe4o7RL2%2BrKi7rcOVSWZR8JJ4ga5hIW7JG7u752xyZT%2BK%2FUzZG9SkXyuzrjlNN9nXqJtJAlcqi5vBQL0yFIsXCSjoSNShrP4RD8X%2BlqauHIVdbU5ns0Dg%2BlNVFyCj9QyyyKERSMhK0sB%2FGpycbm%2FasxoRHvgz7wMbwxkUfVqxzwe1YKGsLc8RzEJG0PoIQUMu58g5X8LoCiGQES1%7Ctkp%3ABk9SR5yj_pjzYg
Apple AirPods Pro with MagSafe Wireless Charging Case - White,$40.00,https://i.ebayimg.com/thumbs/images/g/AYQAAOSwKM1lG102/s-l300.jpg,Pre-Owned,https://www.ebay.com/itm/126167076323?hash=item1d6024cde3:g:AYQAAOSwKM1lG102&amdata=enc%3AAQAIAAAA4BX5mKSnBIG1lOVDDGvA3NV7tXAyepEZab7Enj2gJhs8m3eGn9Bp0PFkQ3pc1poKwOcySNj6yBbWnNLb3yxd%2Fx72amq2UzPL6yxIaoi6dLc2%2BY44tq0c%2B8%2FMojbZgfQ1jd1%2Fxfw1w9SqUK3Xkp2mvqShn0LlX6zsN1HLaQzP6LL4X7fXAy24%2FZVnAG%2B%2FvwkdLUzdh%2FSjev64yK60w0HGMSq8DpDX%2BDHYML2apgOaO41TLCMZGaHhCjyPzVvU9dUlte42owzyDyaWHZXtU0%2Fj3dBxE9Bhnkn80YC2phHUSNiG%7Ctkp%3ABk9SR5yj_pjzYg
New ListingApple AirPods Pro White Good Condition   Box,$0.99,https://i.ebayimg.com/thumbs/images/g/nrwAAOSwmx5lRY3b/s-l300.jpg,Open Box,https://www.ebay.com/itm/296023991252?hash=item44ec67a3d4:g:nrwAAOSwmx5lRY3b&amdata=enc%3AAQAIAAAAwAZXIflh1Z1OKcRDkDsqFcLezjcIQEJ16ohXxtn2pkvcwETpEJbXwYjNqY%2F4gDVvWMsWRnwYTw6NFd%2BxDFsAXe24D7RuQTRbcf79VBXtKf0vwshmOMNePfKNWsHTzGeZDlu45NtA2315%2FZ1LcV3g2JWK%2FHT%2BJRDTSq%2FI64Aw8DdzPeSOfCa5YWfG%2F%2Fvhb%2FqROAUS0wmkaX%2BFimNMcFCpaq%2Bp88hEFLSot0hZe0tSxm%2FZgFNrAStheDItu%2BVC3HSVLw%3D%3D%7Ctkp%3ABk9SR5yj_pjzYg
Apple Airpods Pro Select Right or Left Replacements Lot 100% authentic,$55.99,https://i.ebayimg.com/thumbs/images/g/fqcAAOSwstliueax/s-l300.jpg,Pre-Owned,https://www.ebay.com/itm/374267049456?hash=item57240df5f0:g:fqcAAOSwstliueax&amdata=enc%3AAQAIAAAAwMcVxW3NUs8%2FVEo1Am2iV27%2Fr4c6WStDnNFjtOD%2Bu%2BaKHVoSBAhxvbH1iPlmWc5wfcesb1LLbOHVe%2BThdddFe3sdY4kGIb0zUae64gM9zJ3O2iXjqRha2cMIVuHVxISYgX98UXGhdMhUs13I1DtRQPh9dwxrJXZ5tVYLJSx2nXMyApAuuG%2B6ELN%2FNmTDXGd28ix575%2BZINoaMeUUypeM8liQ%2FRYJ9K22j%2FEZ5jl8OirICyFsQr1WaLhR%2BZ%2BkpRAWYA%3D%3D%7Ctkp%3ABlBMUJ6j_pjzYg
Apple AirPods Pro Left Airpod Replacement Left Side Airpods Pro 1st Only,$59.99,https://i.ebayimg.com/thumbs/images/g/Uo8AAOSw5QNjiy1r/s-l300.jpg,Open Box,https://www.ebay.com/itm/275299270117?hash=item40191d7de5:g:Uo8AAOSw5QNjiy1r&amdata=enc%3AAQAIAAAAwKVXjJkGxRJ8bU%2FlJvoiztpO%2BIk%2B3ukod3aI7rlEWI3fJVpA%2FS5frPu5H0hmoqly6BfktQ%2Bcp8SfPmvPhOuSdgtRa0lq%2BsSDshMTy5GpyOytwVwiYEaZ6ZoJ3cD%2Bu%2B1rD9QrSpMiiTydOF9f1Tbjidq7cXMA03lqpp6PBWSZljWD9p4qefBV9EFe5G2whD7M8i6yf6xMcuB82YA0Kz4Gks0RwQptSWu%2FVRU3lh%2FY49mqJLxu4tDq4r7eRhh3Z917Lg%3D%3D%7Ctkp%3ABlBMUJ6j_pjzYg
Genuine Apple AirPods Pro RIGHT Side A2083 - Replacement RIGHT SIDE EARBUD 1st,$59.99,https://i.ebayimg.com/thumbs/images/g/1ecAAOSw0x1jcwnU/s-l300.jpg,Open Box,https://www.ebay.com/itm/275357627880?hash=item401c97f5e8:g:1ecAAOSw0x1jcwnU&amdata=enc%3AAQAIAAAAwA5Ec2JykYUPWHJz1ZEVNO9ky4ulN2ErRfjBRrsuC0q2yabL0eKqWBdwZbQyp1DHR9dBOMxmI44JjUhdr5CsOLu3slbXJNqd4GCWjU2zqyel35OuInLA2i7sLpz4Q%2FnWx%2BrVzYEBsPGf%2BTFP5vAk4OGUkgo0Fc9eMCymZqvvPXhJVlXuS7ylQG4phe6Ok2kTetT8cHsO7kZN5uU5BcWStPlpoMj8z%2FrWgvn0KwCCZEb4B7vt0lYaG3OQa4p4WNS3Ig%3D%3D%7Ctkp%3ABlBMUJ6j_pjzYg
New ListingApple AirPods Pro with MagSafe Wireless Charging Case - White (READ DESCRIPTION),$60.00,https://i.ebayimg.com/thumbs/images/g/UW4AAOSwigtlRVZd/s-l300.jpg,Pre-Owned,https://www.ebay.com/itm/394977311763?hash=item5bf67b7c13:g:UW4AAOSwigtlRVZd&amdata=enc%3AAQAIAAAA4KyiZ5NPQJNaDEKEIFt9NlvbwU9837IQHjbo%2BqWEgihCDOoguvgnZNfx3aY5F61c8DiylkJySt%2Fk1crOPR0NYyu2QIXqKSPmWwGrozHB5s3Vg6WqoQXbNrKWFMaoWe1ci91Pd7tsj%2FtyjdxVTCGF43hPLKfI%2FQ2EMe5G%2BCGn80nFseIEGBIExLslT4lsRwXixr6Dad1hPANR77LbDdiElvjeCsmGN5p5xzTRpp6MI6Hba65NQ0LZNDSeYbIk6RnMQ%2FL%2BhGnz4mP7ym7OQhc6D5NIxaBr1VEQIqC1nQ7ab2Xu%7Ctkp%3ABk9SR56j_pjzYg
"Apple AirPods Pro (2nd Gen) with MagSafe Charging Case USB-C, MTJV3AM/A",$48.00,https://i.ebayimg.com/thumbs/images/g/mE8AAOSwdbVlQ4tx/s-l300.jpg,Brand New,https://www.ebay.com/itm/285541761449?hash=item427b9d81a9:g:mE8AAOSwdbVlQ4tx&amdata=enc%3AAQAIAAAAwJ%2BcPTrDjg5B2BASr%2FBMlz55UlDUSJxhm41Z7kF63s02ghd0USoEnSTarBBrKKlncQ8AbJd1k2l%2FgapF0lC8hlgIhDR%2FQD17GaEikRpH4%2Fw9WUz7rtJxNYZAjvcK97bjS4sazPBZXqKbiN3CjDut3fBcFFYh7Ylu6OrRgMBPnqov%2FDXTV2P3KNSnZ%2Butc1wCvFEP2yhbgbFDaYyJ1mVpg46K6CPnrjYAswt4%2Bdz1Aqy%2FzVDtryjQ%2B7bG%2Bx1dvumOAg%3D%3D%7Ctkp%3ABk9SR56j_pjzYg
Apple AirPods Pro (1st Generation) with MagSafe Wireless Charging Case. Used,$50.00,https://i.ebayimg.com/thumbs/images/g/kvwAAOSwvrFlNrBS/s-l300.jpg,Pre-Owned,https://www.ebay.com/itm/285538728573?hash=item427b6f3a7d:g:kvwAAOSwvrFlNrBS&amdata=enc%3AAQAIAAAA4FWodViMfqoLvaP1P5cpWH1s7Tg0tL2ym9vJ0EYD2CD32aOvT%2F6HLJ1sqk1asObw7pcSd219FZYKMk%2F6wv%2FBYgs%2FqVbZkF9MsAVAH67%2FWEL2cE6rpAiO9ohLR2GqqroeRw9%2Fwpocg%2Bai0LpBGuAxJhPlKddo574Qw2g9yp4SorzY3ntWAi6AiwAIs3%2FALXB%2F7KFK4cmYN4Cd3aWb0F73aulMCRENCcbYXkytKnzrbPUrk2UiLysTZT%2Fokc8i7xEwATdmKGb4MFngglQyjERPTIqg7dr7n7AwMeVRltbNEiTr%7Ctkp%3ABk9SR56j_pjzYg
New ListingApple AirPods Pro with Wireless Charging Case - White,$35.00,https://i.ebayimg.com/thumbs/images/g/6AgAAOSwIM1lQ-Wr/s-l300.jpg,Brand New,https://www.ebay.com/itm/176005650162?hash=item28fac116f2:g:6AgAAOSwIM1lQ-Wr&amdata=enc%3AAQAIAAAAwMF%2BLiq%2Fu0FPqvzDpymB%2BFuXCI40mAfrL9KIS99axpCVCGlUn4qjCr2skXGnX%2F5fvRzv9E7vB4FYc8ixuuAI2gN4a84r3rQnjb5yYSMD3volBtyApcDE0jQCZREWsUVTYQWjfSSuT46QIY0SfMJ6EdSFrTyut4uP7Op6A6dg8nO1x9ZWto1t4wiRs5o5YD83fF%2Fs7krdg%2FZpfvDO3jXVlHSe%2Ft%2BlqHCNQYudQd4FZFzGRhHpvQGxY0e6OOJATGHEWg%3D%3D%7Ctkp%3ABk9SR56j_pjzYg
AirPods Pro 2nd Generation with MagSafe Wireless Charging Case - White,$90.70,https://i.ebayimg.com/thumbs/images/g/xzgAAOSw91tkr6Tf/s-l300.jpg,Brand New,https://www.ebay.com/itm/394972929628?hash=item5bf6389e5c:g:xzgAAOSw91tkr6Tf&amdata=enc%3AAQAIAAAA4ADYh4vqm1qkDS3ZgRUNi2LjFqiohe%2Bb5tQ%2Blv73QAmsJDtMDqQNHuZeyDVSh1qWSquL%2Brs89tYH6Cx2swJi773iaQ3lkUcH8jh144Dk2gQUaHuk7iVRXhLjPnhY8KCh82qIM5Fi6kwFpYThJj6P2kWouAKPLt8vplvj7hP8zeX%2F8cBA%2B82QNexfkPiRQHSXLQfzoyt%2BR2l%2BZ%2BEBVYJXHzd55lodJtx6ALOMTT9YVSIDxcpAYAohYWoEb0aKp%2FIAFO9tRb4GojRIo8TYZN5j4bPppaF%2FqR6bCrrchA0sNedD%7Ctkp%3ABk9SR56j_pjzYg
Apple AirPods Pro 2nd Generation with MagSafe Wireless Charging Case - White,$58.00,https://i.ebayimg.com/thumbs/images/g/Q5AAAOSw4a1lP5uo/s-l300.jpg,Pre-Owned,https://www.ebay.com/itm/386240303964?hash=item59edb7535c:g:Q5AAAOSw4a1lP5uo&amdata=enc%3AAQAIAAAA4Adm45MFMtw3OlTq9Kjp4bbGfifwqn3%2FULNSVgv0y4W5tCBnpZuZfw4uy8h49RdxF82rrOMZGliB%2FgcmAYMgiWqJeZblTUWD7%2Fg8JKMG3jpLU1yI1MmFQ1KucUPp%2FBUxqoJf0d8gJI%2B7qYGd6IZYo8ceSfX7bxd6Zmt70UtqMzkSdNNxmNwveQQ62feEAks66GGiE5ZoHVqUdO0YwIqO2ZrLsx7czpvRYjcWb8XQd1B2Aiaj3yekF2H3HmTxj7f9lI2%2FNoJ3T3KT2%2Be8CUcRCF1diMt9VgolChTaZru35Op5%7Ctkp%3ABk9SR56j_pjzYg
Apple Airpods Pro 2nd Generation Wireless Charging Case,$72.95,https://i.ebayimg.com/thumbs/images/g/zF8AAOSwlhtj7A79/s-l300.jpg,Open Box,https://www.ebay.com/itm/115707702246?epid=25056255340&hash=item1af0b76be6:g:zF8AAOSwlhtj7A79&amdata=enc%3AAQAIAAAAwEaO6GHGBULE3A21PT1%2BEq3qiQM9Cj2OU8pKq97IAtTowPiHpsw0QeKJF%2BT9b0yhdPj8p1mMKDJTS75e4WS044w%2F94lwXIrSZaSEK92V8KeMAlq5lY%2FEfCvxk9BNxuRh3HoGOHvKZlW2NL2KA5OVZsM%2BabEDTrIA8Yd1hurIczg0fJam2xmgvj66tKkZs1pvpQnhHxfEsSA8Tvy2c3He7ALwOtpPT0zU60RtMR%2FtCdV03LNI0x9IfxttHqrWMKQnQw%3D%3D%7Ctkp%3ABk9SR56j_pjzYg
Genuine Original Apple AirPods Pro Replacement Wireless Charging Case ONLY A2190,$61.85,https://i.ebayimg.com/thumbs/images/g/aEQAAOSwmPRk0RFy/s-l300.jpg,Pre-Owned,https://www.ebay.com/itm/235246012483?hash=item36c5c14843:g:aEQAAOSwmPRk0RFy&amdata=enc%3AAQAIAAAA4P4mv6QtErRJYyf8T5im%2BcDpFTwjw7Als3G78pzMWTTE%2BYv7nn6MHvm3F%2BMFp2vBJWQbXJ49x148EjVECc4WuwDqj1n3cizJAtDSZl8Iv7x7v5k2JtSn%2BWp3zwLSnQ55oORwppAtk9SlC1Q7Au4CKOGweTjO8bf209Jc%2BXjVie4fjHzAA7fK%2B2ieQ5wFm5IM5fm9uDNYaGNPPPTPP1PTP6Jhzpb4JmAkKqUXmo1y1TVBL9h%2FGjrjspUS%2BhAoBAXH8%2BUgnekxAjSglJweYk72Pj9NOe3jKL5g7KzEuPgAuvgV%7Ctkp%3ABk9SR56j_pjzYg
*BEST OFFER* Apple AirPods Pro 2nd Generation with Wireless Charging Case White,$79.68,https://i.ebayimg.com/thumbs/images/g/5kIAAOSwQwJlI92D/s-l300.jpg,Brand New,https://www.ebay.com/itm/386237773927?epid=16056260933&hash=item59ed90b867:g:5kIAAOSwQwJlI92D&amdata=enc%3AAQAIAAAA4HR%2B72GVAiQsDisqwzT0msDgx6oMxEl7vnn1i2ruMhFPi9vUl9gnNLSikCYI92cdfdw4nKcbLLv8Eb76jiunUjQ5nP2XYCUGw6QHW%2BK6JpKu9NP27muq20zyeyui1gz07LRfwmtWa8bebtV5mC%2FeyrTmsVC0wHcmVKc%2BsZV6Acbjpwbhzif22QM%2Bd%2FFQIb2wTZ36CemUX%2BzbgaJP61f2To8FUMeLMrfEn%2BQOc8iFpAawsBEooK4tErp6K%2BkjHTlswbQsvFkXpY1EZaLOtlEalssVHNqfHU3ILtV3sQj6MA8g%7Ctkp%3ABk9SR56j_pjzYg
Apple AirPods Pro,$23.50,https://i.ebayimg.com/thumbs/images/g/zIMAAOSwAmZlPZAm/s-l300.jpg,Pre-Owned,https://www.ebay.com/itm/145398634642?hash=item21da6f1892:g:zIMAAOSwAmZlPZAm&amdata=enc%3AAQAIAAAAwBh7WLKvfqDTRIN09D7JOoZFHP0omZ4c%2FwRt2n3t1n8gcsyxfj%2FwQ2mTIlxldqECf1YdHGVowC7734mi0QMWbGR65sle0Vml0I5UZOpdd0e9nHZk7FancRAv7SsoyOkfHT6O2Tf9GBMFo6nIMUwczdzaG5%2BJGPvi35YZU%2BKibq2%2FTA3V1wgYcnqX4YjexLk6gJr9X%2B80sq6yWyGyCthEbheQnxbheXs9A9jKtbacr5O1yIbbxtltFnVhvRB8FL%2B1oQ%3D%3D%7Ctkp%3ABk9SR56j_pjzYg
2022 Apple Airpods Pro 2nd Generation with MagSafe Wireless Charging Case- White,$99.99,https://i.ebayimg.com/thumbs/images/g/ymAAAOSwVUhlPQ2t/s-l300.jpg,Open Box,https://www.ebay.com/itm/115956478866?hash=item1aff8b7392:g:ymAAAOSwVUhlPQ2t&amdata=enc%3AAQAIAAAAwCLLX%2BCeBpn14rCgxfoBlrzg9Cpyq%2FehhPTqe1kFOXcN5fvxmH2kXD2ePmkXHcT%2ByuGSt7oKpXDQuHg9ax9jVrH9uoO0RDFoAbYwn49bxXiRhfuA8xqrgrstH1VioWKXRMQqrAGEurmRFCBIrVCYsW47nKUZBWOpP3UJhU4PeUaiCCToGKCXywp2byjdSx5Fdt498QCGnoN%2BNS4Tm650Pt4B7ysI7evPv%2FKcwTCgFnb3lcOco4KJF2FKiR%2FwNwya2A%3D%3D%7Ctkp%3ABk9SR56j_pjzYg
Apple AirPods Pro 2nd Generation with MagSafe Wireless Charging Case - White,$60.00,https://i.ebayimg.com/thumbs/images/g/oAUAAOSwjc5lIcQU/s-l300.jpg,Pre-Owned,https://www.ebay.com/itm/386233440334?epid=0&hash=item59ed4e984e:g:oAUAAOSwjc5lIcQU&amdata=enc%3AAQAIAAAAwPcNadjgICRkMSdNWtlm9tfnd0hTe352lbnLPyijT8mrDzheq%2FsPuKx%2FcPRdmaez6K%2BslOQ1j1mcZB9UIgZzUTZVmJvoRSYC1n3aGiOjh%2BEJzQayt3x7EpVC1D9jQLKn7qAwD7koY3GzKBy14MDfvAJErb3%2B7YL3fVE2XRbJj2cqv3gap32a%2F1H0uSe0GMKYt3z1FXIR2I1tBFuXJbyU4pvmRbR3wqNjvEPvIgl8%2F2Uu2EQ%2FcMZWvqyrj8ptiuIA%2BQ%3D%3D%7Ctkp%3ABk9SR56j_pjzYg
